2025-04-20 16:03:49,933 - INFO - 開始分組文章
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413365_贈與稅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413366_違章建築地上權模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413453_所有權視為消滅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413454_土地法第104條之優先購買權可否擴大解釋或類推適用？,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413504_騎樓走廊地的地價稅與房屋稅減免規定,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413505_共有物之所有權模擬試題(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413525_夫妻間贈與之相關稅捐,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,036 - ERROR - 讀取檔案 real_estate_articles\articles\413526_共有物之所有權模擬試題(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,036 - ERROR - 讀取檔案 real_estate_articles\articles\413587_危老條例稅捐減免,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,037 - ERROR - 讀取檔案 real_estate_articles\articles\413588_土地所有權模擬試題(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,037 - ERROR - 讀取檔案 real_estate_articles\articles\413695_經紀業相關契約不得記載事項,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,038 - ERROR - 讀取檔案 real_estate_articles\articles\413696_土地所有權模擬試題(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,038 - ERROR - 讀取檔案 real_estate_articles\articles\413703_土地法第34條之1實例研習(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,038 - ERROR - 讀取檔案 real_estate_articles\articles\413749_抵價地、抵費地,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,039 - ERROR - 讀取檔案 real_estate_articles\articles\413750_預告登記實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,039 - ERROR - 讀取檔案 real_estate_articles\articles\413777_土地所有權實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,040 - ERROR - 讀取檔案 real_estate_articles\articles\413778_不動產經紀人考前必讀,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,041 - ERROR - 讀取檔案 real_estate_articles\articles\413779_市地重劃權利清理,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,041 - ERROR - 讀取檔案 real_estate_articles\articles\413785_土地徵收條例第11條之協議價購，免徵土地增值稅,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,041 - ERROR - 讀取檔案 real_estate_articles\articles\413787_土地法第34條之1實例研習(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,042 - ERROR - 讀取檔案 real_estate_articles\articles\413800_繼承登記實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,042 - ERROR - 讀取檔案 real_estate_articles\articles\413829_市地重劃禁限之例外,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,043 - ERROR - 讀取檔案 real_estate_articles\articles\413830_土地法第104條實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,044 - ERROR - 讀取檔案 real_estate_articles\articles\413831_土地法第34條之1實例研習(三),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,044 - ERROR - 讀取檔案 real_estate_articles\articles\413838_土地法第34條之1實例研習(四),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,044 - ERROR - 讀取檔案 real_estate_articles\articles\413922_登記錯誤與錯誤登記之差異,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,044 - ERROR - 讀取檔案 real_estate_articles\articles\413923_土地信託實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,046 - ERROR - 讀取檔案 real_estate_articles\articles\413935_土地法第34條之1實例研習(五),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,046 - ERROR - 讀取檔案 real_estate_articles\articles\413943_土地法第25條實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,047 - ERROR - 讀取檔案 real_estate_articles\articles\413985_財產權保障,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,047 - ERROR - 讀取檔案 real_estate_articles\articles\413986_耕地分割實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,048 - ERROR - 讀取檔案 real_estate_articles\articles\414050_時效取得地上權之證明文件,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,048 - ERROR - 讀取檔案 real_estate_articles\articles\414051_預告登記實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,048 - ERROR - 讀取檔案 real_estate_articles\articles\414116_釋字765,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,049 - ERROR - 讀取檔案 real_estate_articles\articles\414117_房屋與基地所有權分離之法律設計,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,049 - ERROR - 讀取檔案 real_estate_articles\articles\414162_土地參考資訊檔,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414163_權利清理（三七五租佃）實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414216_違章工廠之處理-全國國土計畫,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414217_權利清理（抵押權）實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414280_土地法與租賃住宅市場發展及管理條例之異同,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414281_優先購買權實例研習(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414307_釋字第774號,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414308_優先購買權實例研習(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414476_信賴保護原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414477_土地徵收實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,050 - ERROR - 讀取檔案 real_estate_articles\articles\414511_三七五租佃實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,056 - ERROR - 讀取檔案 real_estate_articles\articles\414512_更正登記的要件,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,056 - ERROR - 讀取檔案 real_estate_articles\articles\414538_各種政策地價之說明,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,057 - ERROR - 讀取檔案 real_estate_articles\articles\414539_地籍圖重測實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,057 - ERROR - 讀取檔案 real_estate_articles\articles\414702_信託財產不屬於受託人遺產,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,057 - ERROR - 讀取檔案 real_estate_articles\articles\414703_登記絕對效力實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,058 - ERROR - 讀取檔案 real_estate_articles\articles\414719_都市更新實施者,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,058 - ERROR - 讀取檔案 real_estate_articles\articles\414752_優先購買權實例研習(三),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,059 - ERROR - 讀取檔案 real_estate_articles\articles\414753_更新單元之意義,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,060 - ERROR - 讀取檔案 real_estate_articles\articles\414791_區段徵收之農業專用區,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,060 - ERROR - 讀取檔案 real_estate_articles\articles\414792_都市更新事業計畫同意比例,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414849_聽證,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414850_更正登記不妨礙原登記同一性,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414905_信託財產獨立性,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414906_法定空地之拋棄,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414971_徵收補償,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\414972_共有土地分割之抵押權轉載及後續拍賣,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\415013_區段徵收權利清理,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\415014_民法第759條之法院判決,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,061 - ERROR - 讀取檔案 real_estate_articles\articles\415140_抵價地與抵費地之差異,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,065 - ERROR - 讀取檔案 real_estate_articles\articles\415141_登記生效、登記處分與登記對抗,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,065 - ERROR - 讀取檔案 real_estate_articles\articles\415190_土地增值稅與房地合一稅之重購退稅比較,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,066 - ERROR - 讀取檔案 real_estate_articles\articles\415191_時效取得地上權登記,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,066 - ERROR - 讀取檔案 real_estate_articles\articles\415215_重劃後第一次移轉減徵之適用,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,067 - ERROR - 讀取檔案 real_estate_articles\articles\415216_地號與建號之意涵,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,067 - ERROR - 讀取檔案 real_estate_articles\articles\415321_容積移轉的問題,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,068 - ERROR - 讀取檔案 real_estate_articles\articles\415322_公共設施保留地之地價查估問題探討,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,068 - ERROR - 讀取檔案 real_estate_articles\articles\415383_地方創生,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,069 - ERROR - 讀取檔案 real_estate_articles\articles\415384_未辦繼承土地,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,069 - ERROR - 讀取檔案 real_estate_articles\articles\415421_原地價之認定,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415422_共有土地分割之抵押權處理,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415451_信託關係消滅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415452_土地參考資訊檔,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415527_形式審查與實質審查之意涵,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415528_民法第513條之抵押權,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415617_輔導合法化原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415618_土地法第107條之優先購買權,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415640_耕地收回補償,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415641_民法第759條之法院判決,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,070 - ERROR - 讀取檔案 real_estate_articles\articles\415732_土地正義,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,075 - ERROR - 讀取檔案 real_estate_articles\articles\415733_土地合併可否適用土地法第34條之1,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,076 - ERROR - 讀取檔案 real_estate_articles\articles\415790_外國人取得土地之限制,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,077 - ERROR - 讀取檔案 real_estate_articles\articles\415819_預告登記與土地法第107條之競合,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,077 - ERROR - 讀取檔案 real_estate_articles\articles\415901_人口與土地使用的關係,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,078 - ERROR - 讀取檔案 real_estate_articles\articles\415902_共有物管理之登記對抗效力,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,078 - ERROR - 讀取檔案 real_estate_articles\articles\415993_釋字732之修法,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,079 - ERROR - 讀取檔案 real_estate_articles\articles\416007_流抵約定與絕賣條款,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416059_房地合一稅之計算,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416060_未辦保存登記之建物買賣,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416101_原始取得或繼受取得-市地重劃,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416102_土地登記絕對效力,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416132_多數決與優先購買權之比較,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416133_公保地與非公保地之徵收補償,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416159_危老條例之適用標的物,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416160_借名登記,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416233_土地重測與重劃之登記辦理方式,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416234_房地合一所得稅計算題(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416255_土地法104優先購買權之優先順序,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416256_房地合一所得稅計算題(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,080 - ERROR - 讀取檔案 real_estate_articles\articles\416352_實價登錄修法,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,086 - ERROR - 讀取檔案 real_estate_articles\articles\416353_房地合一所得稅計算題(三),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,086 - ERROR - 讀取檔案 real_estate_articles\articles\416406_釋字第779號,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,087 - ERROR - 讀取檔案 real_estate_articles\articles\416407_房地合一所得稅計算題(四),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,087 - ERROR - 讀取檔案 real_estate_articles\articles\416498_土地增值稅原地價認定問題,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,088 - ERROR - 讀取檔案 real_estate_articles\articles\416499_房地合一所得稅計算題(五),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,088 - ERROR - 讀取檔案 real_estate_articles\articles\416563_照價收買屬繼受取得或原始取得？,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,088 - ERROR - 讀取檔案 real_estate_articles\articles\416564_房地合一所得稅計算題(六),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,089 - ERROR - 讀取檔案 real_estate_articles\articles\416638_規約之概念,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,089 - ERROR - 讀取檔案 real_estate_articles\articles\416639_房地合一所得稅計算題(七),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,090 - ERROR - 讀取檔案 real_estate_articles\articles\416653_房地合一稅之免徵情形,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,090 - ERROR - 讀取檔案 real_estate_articles\articles\416654_自耕農與地主,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,090 - ERROR - 讀取檔案 real_estate_articles\articles\416701_不動產市場之特性,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,090 - ERROR - 讀取檔案 real_estate_articles\articles\416702_平均地權之時代意義,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,090 - ERROR - 讀取檔案 real_estate_articles\articles\416752_台北市囤房稅之政策,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,092 - ERROR - 讀取檔案 real_estate_articles\articles\416753_工業用地與工業區,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,092 - ERROR - 讀取檔案 real_estate_articles\articles\416761_釋字第774號,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,093 - ERROR - 讀取檔案 real_estate_articles\articles\416762_土地登記絕對效力實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,094 - ERROR - 讀取檔案 real_estate_articles\articles\416878_土地法第12條,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,094 - ERROR - 讀取檔案 real_estate_articles\articles\416879_土地法第43條實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,094 - ERROR - 讀取檔案 real_estate_articles\articles\416972_不動產相關定型化契約之不得記載事項,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,094 - ERROR - 讀取檔案 real_estate_articles\articles\416973_時效取得地上權,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,096 - ERROR - 讀取檔案 real_estate_articles\articles\417025_土地徵收之要件,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,096 - ERROR - 讀取檔案 real_estate_articles\articles\417026_土地法第43條之1實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,097 - ERROR - 讀取檔案 real_estate_articles\articles\417097_當事人免親自到場之情形-台北市免印鑑證明政策,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,097 - ERROR - 讀取檔案 real_estate_articles\articles\417098_時效取得地上權實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,098 - ERROR - 讀取檔案 real_estate_articles\articles\417122_補正與駁回之區別,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,098 - ERROR - 讀取檔案 real_estate_articles\articles\417123_土地法第104條優先購買權實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,098 - ERROR - 讀取檔案 real_estate_articles\articles\417228_建物所有權第一次登記,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,099 - ERROR - 讀取檔案 real_estate_articles\articles\417229_浮覆地,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,099 - ERROR - 讀取檔案 real_estate_articles\articles\417294_工廠輔導管理法之未登記工廠輔導合法化,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417300_耕作權,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417361_贈與不動產時增值稅與契稅繳納人不同將影響贈與稅額,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417362_土地增值稅之抵繳,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417391_市場失靈的原因,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417392_司法院釋字第774號解釋之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417491_比例原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417492_司法院釋字第747號解釋之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417601_程序正義,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417602_房地合一所得稅計算實例,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417611_土地登記之實質審查v.s.形式審查,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417612_土地法第104條實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417630_民法第759條及土地法第43條之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417669_登記機關處理程序應進行公告之登記類型,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,100 - ERROR - 讀取檔案 real_estate_articles\articles\417670_代為扣交與代為清償之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,106 - ERROR - 讀取檔案 real_estate_articles\articles\417773_土地登記(強制登記)之目的,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,106 - ERROR - 讀取檔案 real_estate_articles\articles\417774_結合土地法第34條之1與土地法第104條之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,107 - ERROR - 讀取檔案 real_estate_articles\articles\417898_公有土地參加重劃，是否須依土地法第25條規定經行政院核准始得處分？,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,107 - ERROR - 讀取檔案 real_estate_articles\articles\417899_山坡地保育區、山坡地與原住民保留地,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,107 - ERROR - 讀取檔案 real_estate_articles\articles\417921_土地法第104條優先購買權之實例研習(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,108 - ERROR - 讀取檔案 real_estate_articles\articles\417922_跨縣市收辦土地登記,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,108 - ERROR - 讀取檔案 real_estate_articles\articles\417985_信託與委任之差異,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,109 - ERROR - 讀取檔案 real_estate_articles\articles\417986_土地法第104條優先購買權之實例研習(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,109 - ERROR - 讀取檔案 real_estate_articles\articles\418020_土地法第34條之1第1項多數決之性質,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,110 - ERROR - 讀取檔案 real_estate_articles\articles\418021_土地法第104條優先購買權之實例研習(三),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418054_共有優先購買要件之案例解析(一),曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418055_土地法第104條優先購買權之實例研習(四),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418087_共有優先購買要件之案例解析(二),曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418088_債權性質優先購買權與物權性質優先購買權之比較,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418212_共有優先購買要件之案例解析(三),曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418213_土地法第73條之1實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418220_共有優先購買要件之案例解析(四),曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418221_土地法第104條與土地法第73條之1競合之實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,111 - ERROR - 讀取檔案 real_estate_articles\articles\418251_各種土地價格之差異,曾榮耀老師.md 失敗：bad character range \d-  at position 7
